,Constant,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,y_pred,y_act
2864,1.0,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,10.361188767665796,9
2865,1.0,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8.863320267274135,8
2868,1.0,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,9.481046430512187,11
2869,1.0,0.43,0.33,0.095,0.32,0.118,0.065,0.123,8.70108443451389,7
2871,1.0,0.505,0.425,0.125,0.6115,0.245,0.1375,0.2,10.217989967902493,9
2872,1.0,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,9.874279867694923,8
2879,1.0,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,8.12811973809531,9
2885,1.0,0.525,0.41,0.15,0.708,0.2739999999999999,0.151,0.25,12.10945293995913,12
2887,1.0,0.46,0.355,0.13,0.4579999999999999,0.192,0.1055,0.13,8.98355316041769,13
2890,1.0,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1,7.234587201660152,7
2891,1.0,0.545,0.43,0.14,0.687,0.2615,0.1405,0.25,11.668591335211314,9
2896,1.0,0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8.894565401976584,8
2897,1.0,0.5,0.375,0.12,0.542,0.215,0.1159999999999999,0.17,9.66700454171403,9
2900,1.0,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,8.951991163168149,7
2902,1.0,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,10.628561885167526,9
2907,1.0,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,9.909268168505141,10
2908,1.0,0.375,0.3,0.075,0.144,0.059,0.03,0.044,6.6776762792665645,7
2910,1.0,0.465,0.39,0.14,0.5555,0.213,0.1075,0.215,11.645266758564102,15
2912,1.0,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,7.486254402526667,6
2917,1.0,0.45,0.36,0.125,0.4995,0.2035,0.1,0.17,10.194738995227388,13
2919,1.0,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,10.580098838595188,8
2923,1.0,0.46,0.345,0.105,0.415,0.187,0.087,0.11,7.674633610260154,8
2924,1.0,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9.076564737883107,9
2926,1.0,0.465,0.37,0.1,0.5055,0.2339999999999999,0.11,0.14,7.935945232580421,7
2929,1.0,0.47,0.355,0.125,0.499,0.21,0.0985,0.155,9.475376842031993,8
2930,1.0,0.5,0.4,0.125,0.5975,0.27,0.1275,0.166,8.794571859458214,9
2931,1.0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,8.629151933967425,10
2935,1.0,0.46,0.35,0.11,0.4675,0.2125,0.099,0.1375,8.24081078366146,7
2937,1.0,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8.920829981769455,8
2938,1.0,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9.018827775073012,9
2939,1.0,0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,8.399272652226664,7
2940,1.0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8.539891982516545,8
2950,1.0,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,8.426226214353644,7
2953,1.0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,7.164815084033245,9
2954,1.0,0.4,0.265,0.1,0.2775,0.1245,0.0605,0.08,7.6386368108872595,9
2960,1.0,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,8.013467008006728,8
2964,1.0,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,6.930307560509337,8
2966,1.0,0.495,0.38,0.12,0.474,0.1969999999999999,0.1065,0.1545,8.653613831293843,10
2967,1.0,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115,8.350551301997577,6
2973,1.0,0.37,0.275,0.085,0.2045,0.096,0.0559999999999999,0.08,7.0984559869474815,6
2979,1.0,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7.468273859551454,7
2982,1.0,0.4,0.3,0.11,0.315,0.109,0.067,0.12,9.681766382445959,9
2988,1.0,0.4,0.31,0.11,0.314,0.138,0.057,0.1,8.45236860954216,11
2989,1.0,0.43,0.33,0.1,0.449,0.254,0.0825,0.0969999999999999,6.294045783309854,6
2993,1.0,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,7.553545214949874,8
2995,1.0,0.6,0.45,0.14,0.8370000000000001,0.37,0.177,0.2425,9.756668698750266,10
3007,1.0,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,10.406069279386733,9
3014,1.0,0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,9.782687020461067,12
3015,1.0,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,8.341306579509009,7
3020,1.0,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,9.15865813348825,8
3021,1.0,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,9.181801407764542,6
3024,1.0,0.455,0.365,0.095,0.514,0.2245,0.1009999999999999,0.15,8.854892932090925,15
3025,1.0,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,7.765863183755608,9
3026,1.0,0.475,0.365,0.115,0.4589999999999999,0.2175,0.093,0.1165,7.52206335767226,7
3028,1.0,0.445,0.325,0.1,0.3779999999999999,0.1795,0.1,0.089,6.746544475547163,7
3030,1.0,0.505,0.4,0.145,0.7045,0.3339999999999999,0.1425,0.207,9.594124830252284,8
3031,1.0,0.425,0.345,0.11,0.3665,0.125,0.081,0.1169999999999999,9.66250442783407,11
3032,1.0,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,7.307627936881393,6
3038,1.0,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525,9.81174949746127,11
3039,1.0,0.405,0.29,0.09,0.2825,0.1119999999999999,0.075,0.0815,7.723845607813442,7
3040,1.0,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,9.49091235483515,8
3047,1.0,0.535,0.425,0.135,0.7709999999999999,0.3765,0.1815,0.1795,8.026142435251566,8
3048,1.0,0.44,0.34,0.105,0.369,0.1639999999999999,0.08,0.1015,7.7248437409525295,5
3049,1.0,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,7.045977542299494,8
3050,1.0,0.47,0.375,0.13,0.523,0.214,0.132,0.145,9.360574308811414,8
3063,1.0,0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,7.71540821024896,8
3067,1.0,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,8.47309270502735,6
3070,1.0,0.515,0.42,0.135,0.711,0.337,0.144,0.205,9.212817438096733,13
3071,1.0,0.49,0.385,0.14,0.5425,0.198,0.127,0.175,10.749837386933834,11
3075,1.0,0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7.459446501707307,7
3078,1.0,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,8.785009767543142,9
3079,1.0,0.565,0.455,0.15,0.8205,0.365,0.159,0.26,10.749886004859375,18
3080,1.0,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,7.9784956572982795,9
3084,1.0,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,9.108740233032064,10
3088,1.0,0.435,0.325,0.12,0.346,0.159,0.084,0.095,7.580502042038692,7
3093,1.0,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8.509648899307477,8
3094,1.0,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,8.510952926601155,7
3095,1.0,0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9.793825957936773,9
3096,1.0,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146,8.413442689914877,8
3098,1.0,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7.080395503257896,7
3099,1.0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,8.65733470559088,7
3101,1.0,0.485,0.355,0.13,0.581,0.245,0.132,0.168,9.703726891005303,12
3102,1.0,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,10.921178650418408,8
3105,1.0,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,9.703444754336028,11
3107,1.0,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8.320727043544888,8
3109,1.0,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,9.119019077845321,8
3113,1.0,0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,12.601029033787455,12
3114,1.0,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,8.308555923542206,7
3115,1.0,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,9.922876490115454,10
3119,1.0,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,7.873203617570435,9
3123,1.0,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,7.40646260047537,8
3126,1.0,0.405,0.325,0.11,0.3555,0.151,0.063,0.1169999999999999,9.008337092642657,9
3128,1.0,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,9.467755434130241,10
3137,1.0,0.435,0.35,0.105,0.4195,0.1939999999999999,0.1005,0.13,7.91353379789701,7
3138,1.0,0.495,0.33,0.1,0.44,0.177,0.095,0.15,8.383380798741388,7
3146,1.0,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,7.4639432716025205,6
3150,1.0,0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8.492780872679603,8
3152,1.0,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8.498001125318412,8
3154,1.0,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275,7.6160936422772965,9
3155,1.0,0.41,0.325,0.105,0.361,0.1605,0.0665,0.103,8.396592987739362,8
3159,1.0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8.220191253321605,8
3163,1.0,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8.936635621333235,8
3165,1.0,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,10.265180314600178,9
3171,1.0,0.455,0.375,0.125,0.484,0.2155,0.102,0.165,9.130008419189378,7
3173,1.0,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,8.615881311338658,7
3176,1.0,0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,8.620562940523866,7
3193,1.0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10.53738083115534,10
3195,1.0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8.753251462735625,8
3196,1.0,0.535,0.43,0.155,0.7845,0.3285,0.1689999999999999,0.245,11.535576923299178,10
3197,1.0,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,8.4181560407567,7
3199,1.0,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,10.835164845201186,9
3202,1.0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,9.336287229039494,10
3203,1.0,0.49,0.375,0.125,0.5445,0.2789999999999999,0.115,0.13,7.077694910391862,8
3205,1.0,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,8.967474840586501,9
3207,1.0,0.53,0.395,0.115,0.475,0.2025,0.1009999999999999,0.148,7.795881669488153,8
3211,1.0,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,8.459831361349377,9
3212,1.0,0.48,0.355,0.11,0.4495,0.201,0.089,0.14,8.076036139726131,8
3236,1.0,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8.254277239591614,8
3240,1.0,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8.747158230913668,8
3244,1.0,0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,7.042393829570437,5
3252,1.0,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9.034817696841122,9
3255,1.0,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,10.02653032652274,13
3259,1.0,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,9.232718609039171,7
3260,1.0,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,7.029904315748253,6
3268,1.0,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7.3651997151085835,7
3272,1.0,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,7.52131098751944,9
3273,1.0,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,7.371313616025743,8
3280,1.0,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6.639935129289953,6
3285,1.0,0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,8.383620797583024,9
3286,1.0,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,8.504442151263989,11
3287,1.0,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,8.267794173361779,7
3288,1.0,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,7.549115719021901,7
3294,1.0,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7.977127055724154,7
3301,1.0,0.53,0.4,0.125,0.617,0.2789999999999999,0.127,0.19,8.734303013047628,8
3306,1.0,0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,7.495153791509133,9
3308,1.0,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,8.695119368782635,9
3310,1.0,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7.774703462131217,7
3318,1.0,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,8.971705499753387,9
3323,1.0,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,8.814034871462733,10
3324,1.0,0.46,0.34,0.135,0.495,0.1655,0.1169999999999999,0.185,11.512886917838784,10
3328,1.0,0.425,0.34,0.1,0.382,0.1639999999999999,0.096,0.1,7.936536339689143,6
3329,1.0,0.48,0.365,0.12,0.6015,0.312,0.1169999999999999,0.14,7.435149520288102,7
3334,1.0,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765,9.424731122810027,8
3338,1.0,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,8.966709010757821,10
3339,1.0,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,9.69788807359152,8
3345,1.0,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,9.124308574721884,7
3346,1.0,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,8.525828136708265,6
3348,1.0,0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,7.785449328285173,8
3350,1.0,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9.265844360890659,9
3352,1.0,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9.661850454330695,9
3356,1.0,0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,7.973573382921999,9
3360,1.0,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,8.678382948781795,7
3366,1.0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,11.81696523949956,12
3371,1.0,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,7.2352189287125075,6
3383,1.0,0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,9.202962091470908,8
3384,1.0,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8.852777306592905,8
3389,1.0,0.435,0.335,0.095,0.298,0.109,0.0579999999999999,0.115,8.415310855574635,7
3391,1.0,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,9.019318544176896,13
3395,1.0,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,7.519545440678924,8
3400,1.0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,10.432136740846019,9
3405,1.0,0.58,0.455,0.135,0.7955,0.405,0.1669999999999999,0.204,7.27286642238389,10
3406,1.0,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,10.166818237207986,9
3413,1.0,0.535,0.39,0.125,0.599,0.2595,0.149,0.1689999999999999,8.380884460483193,9
3414,1.0,0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6.998377626559505,6
3415,1.0,0.57,0.435,0.17,0.848,0.4,0.166,0.25,10.219157994656706,9
3417,1.0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,9.467205423482952,10
3418,1.0,0.505,0.365,0.115,0.521,0.25,0.096,0.15,7.699750826602297,8
3426,1.0,0.435,0.335,0.11,0.3829999999999999,0.1555,0.0675,0.135,9.17000034201483,12
3430,1.0,0.55,0.425,0.15,0.639,0.2689999999999999,0.1345,0.217,9.98447768962423,9
3431,1.0,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9.475386202883902,9
3432,1.0,0.5,0.385,0.12,0.56,0.2835,0.103,0.135,7.278552805997055,8
3434,1.0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,8.925900881176368,9
3439,1.0,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,10.063062965103871,7
3445,1.0,0.55,0.435,0.165,0.804,0.34,0.1939999999999999,0.244,11.124001283987585,8
3447,1.0,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,8.649450405764666,5
3450,1.0,0.45,0.33,0.105,0.4479999999999999,0.208,0.089,0.12,7.979020479424166,9
3452,1.0,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9.261616158148582,9
3459,1.0,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8.360230982924167,8
3461,1.0,0.595,0.45,0.14,0.838,0.3965,0.1939999999999999,0.217,8.280977543190945,10
3472,1.0,0.445,0.345,0.12,0.4035,0.1689999999999999,0.0825,0.13,8.896505044501101,7
3475,1.0,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8.372848261698095,8
3477,1.0,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9.184025065086423,9
3484,1.0,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,8.146367204234464,7
3486,1.0,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,9.072213061911558,8
3491,1.0,0.425,0.34,0.12,0.3879999999999999,0.149,0.087,0.125,9.477857670984253,10
3497,1.0,0.57,0.44,0.15,0.755,0.3425,0.16,0.2239999999999999,9.459087744132283,8
3501,1.0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,9.421632625890727,12
3502,1.0,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,8.324805251210805,9
3504,1.0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,9.510166489556385,11
3515,1.0,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,7.0324963886178615,9
3517,1.0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,9.17367740461798,8
3518,1.0,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,9.338611365923759,10
3519,1.0,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9.651788716280695,9
3520,1.0,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,9.343580347984867,7
3523,1.0,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7.737113066183908,7
3525,1.0,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,8.670946386614913,9
3527,1.0,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,10.408973988633603,13
3529,1.0,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8.553461395397253,8
3534,1.0,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9.063989493558884,9
3535,1.0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,8.761573854909477,10
3541,1.0,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,7.408107936279374,8
3544,1.0,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9.868880432283364,9
3547,1.0,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,8.592321823100397,10
3551,1.0,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,9.928515563090384,12
3552,1.0,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,7.732575747545816,10
3559,1.0,0.455,0.35,0.105,0.416,0.1625,0.0969999999999999,0.145,8.945945848584618,11
3562,1.0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,9.141657275382052,10
3563,1.0,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7.959645979283561,7
3566,1.0,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,9.467757793555334,15
3576,1.0,0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8.004161121215772,8
3577,1.0,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,9.795319151337477,11
3581,1.0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.2689999999999999,9.676922659407918,10
3585,1.0,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,11.846979623164069,10
3586,1.0,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18,8.083031775678256,8
3587,1.0,0.39,0.31,0.1,0.302,0.1159999999999999,0.064,0.115,9.016227643782043,11
3588,1.0,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,7.642336864448414,8
3591,1.0,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7.8356782863473535,7
3594,1.0,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,11.25086446244732,10
3597,1.0,0.475,0.365,0.115,0.499,0.2319999999999999,0.0885,0.156,8.498660537412011,10
3601,1.0,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7.647328372734169,7
3607,1.0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8.452088584496554,8
3610,1.0,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,10.714426097691387,14
3614,1.0,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9.067480524195178,9
3615,1.0,0.53,0.4,0.125,0.7575,0.3979999999999999,0.151,0.175,7.2082887068810955,8
3618,1.0,0.42,0.305,0.09,0.3279999999999999,0.168,0.0615,0.0819999999999999,6.6806362923816565,6
3623,1.0,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,10.850232770480416,9
3629,1.0,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,7.292588119600861,8
3631,1.0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,8.957369850812803,9
3635,1.0,0.47,0.375,0.12,0.5805,0.266,0.0935,0.1689999999999999,9.517845477345558,8
3636,1.0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.2289999999999999,10.203872982046843,9
3638,1.0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,8.28911918764751,9
3639,1.0,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,8.305790984291429,7
3643,1.0,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,8.662478947742034,7
3649,1.0,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8.901899427608694,8
3651,1.0,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,7.983936768323022,8
3652,1.0,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,7.4524276479301985,8
3654,1.0,0.465,0.36,0.105,0.498,0.214,0.1159999999999999,0.14,8.537154700867369,15
3657,1.0,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,9.931824184118218,11
3659,1.0,0.485,0.375,0.14,0.521,0.2,0.123,0.17,10.21930050952861,8
3660,1.0,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,9.061399380256486,10
3664,1.0,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,7.658822067658175,9
3671,1.0,0.565,0.45,0.16,0.895,0.415,0.195,0.246,10.212898900898436,9
3672,1.0,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,8.89216645472404,7
3675,1.0,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,10.037200918502785,11
3677,1.0,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,8.73651716274896,9
3678,1.0,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10.945983872266822,10
3679,1.0,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,8.553676884755065,9
3680,1.0,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,9.113079566840296,10
3682,1.0,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10.339820379044507,10
3685,1.0,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,8.404153180433392,6
3690,1.0,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,9.155399373788706,8
3691,1.0,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,9.979302455901978,8
3692,1.0,0.485,0.4,0.135,0.6629999999999999,0.313,0.1369999999999999,0.2,9.474805079952358,10
3696,1.0,0.59,0.46,0.125,0.755,0.3339999999999999,0.15,0.238,9.264327867844171,9
3700,1.0,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,9.844602805969888,13
3706,1.0,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,9.51233867401876,8
3710,1.0,0.36,0.28,0.105,0.1989999999999999,0.0695,0.045,0.08,8.703759173335092,9
3715,1.0,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7.430414019195522,7
3716,1.0,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,11.385937402327558,12
3717,1.0,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,8.84991704941042,9
3723,1.0,0.445,0.355,0.15,0.485,0.181,0.125,0.155,10.700507654573405,11
3726,1.0,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,8.55003358546732,9
3728,1.0,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8.488823694170497,8
3732,1.0,0.57,0.445,0.155,0.733,0.282,0.159,0.235,11.46792119747145,14
3733,1.0,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,10.257651819784988,7
3740,1.0,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,8.269503883191817,6
3745,1.0,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.1939999999999999,8.772738627970488,9
3747,1.0,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,8.310347429928568,7
3748,1.0,0.57,0.44,0.13,0.7665,0.347,0.1785,0.2019999999999999,8.663260319263758,10
3751,1.0,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,8.975009312232368,7
3753,1.0,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,8.002406636866104,11
3754,1.0,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8.501082918823817,8
3758,1.0,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9.597727634566265,9
