Constant,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
1.0,6.7,2.3000000000000003,3.1,2.1,4.6,3.0,0.96,9.926,3.33,6.4,10.7
1.0,6.3,2.9,2.9,3.3,3.6999999999999997,3.2,1.4,9.895,3.17,3.5999999999999996,12.8
1.0,5.0,3.3000000000000003,1.7999999999999998,4.6,3.2,4.0,1.24,9.9114,3.18,4.0,11.0
1.0,6.7,3.1,1.7999999999999998,7.7,4.3,5.7,2.0,9.9566,3.17,4.4,9.4
1.0,7.1,2.3000000000000003,3.9000000000000004,13.7,5.79999999999999,2.6,1.72,9.9755,2.9,4.6000000000000005,9.0
1.0,6.0,2.6,5.0,2.2,4.8,5.9,1.53,9.928,3.08,6.1,9.8
1.0,7.7,2.4,2.7,1.8,5.1,5.2,1.9,9.928,3.23,5.0,10.8
1.0,6.1,3.5,0.7000000000000001,1.4,6.9,2.2,1.08,9.934,3.23,5.2,9.2
1.0,6.8,3.3000000000000003,2.8000000000000003,1.2,3.2,3.8,1.31,9.889,3.19,4.1,13.0
1.0,7.2,2.3000000000000003,8.2,1.3,14.899999999999999,7.0,1.09,9.9304,2.93,4.2,9.2
1.0,7.4,3.4000000000000004,4.2,1.1,3.3000000000000003,1.7,1.71,9.917,3.12,5.300000000000001,11.3
1.0,6.3,1.3,4.2,1.1,4.3,6.3,1.46,9.9066,3.13,7.199999999999999,11.2
1.0,6.2,1.6,3.2,1.1,3.5999999999999996,7.4,1.84,9.9096,3.22,4.1,11.0
1.0,6.6,3.5999999999999996,4.699999999999999,1.4,14.499999999999998,2.6,1.24,9.927399999999999,3.09,5.6000000000000005,10.1
1.0,7.6,3.9000000000000004,2.2,2.8,3.5999999999999996,1.9,1.13,9.926,3.03,2.9,10.2
1.0,7.3,2.5,4.1,1.8,3.6999999999999997,5.2,1.65,9.911,3.29,3.9000000000000004,12.2
1.0,6.5,3.5,3.1,10.2,6.9,5.8,1.7,9.9692,3.18,4.9,9.4
1.0,6.5,2.3000000000000003,2.0,7.5,5.0,4.4,1.79,9.9504,3.18,4.8,9.5333333333
1.0,6.4,1.7000000000000002,3.2,2.4,4.8,4.1,2.0,9.938,3.5,5.0,9.7
1.0,6.6,2.6,2.8000000000000003,9.4,2.79999999999999,1.3,1.21,9.9254,3.17,3.4000000000000004,12.1
1.0,6.2,1.5,4.6000000000000005,1.6,3.9,3.8,1.23,9.93,3.38,5.1,9.7
1.0,6.2,2.9,2.3000000000000003,12.4,4.8,3.3,2.01,9.9612,3.11,5.6000000000000005,9.9
1.0,6.0,1.7999999999999998,2.7,1.5,8.9,4.0,1.43,9.923,3.49,6.2,10.8
1.0,7.3,3.5999999999999996,5.4,13.3,5.4,6.3,1.93,9.9864,3.06,4.9,8.6
1.0,7.0,2.9,3.3000000000000003,0.9,4.09999999999999,2.0,1.17,9.9048,3.21,5.0,11.4
1.0,7.3,2.2,5.0,13.7,4.9,5.6,1.89,9.994,3.24,6.6000000000000005,9.0
1.0,6.3,2.8000000000000003,2.2,9.5,4.0,3.0,1.11,9.9338,3.05,3.1,10.8
1.0,7.1,2.5,2.8000000000000003,1.2,4.0,3.1,1.11,9.917399999999999,3.18,5.300000000000001,11.1
1.0,6.7,3.3000000000000003,3.5999999999999996,6.6,4.2,3.4,1.16,9.9123,2.97,3.1,12.2
1.0,7.0,1.2,1.9,4.9,5.5,2.7,1.27,9.953,3.29,4.1,9.4
1.0,5.6,1.9,3.1,2.7,2.7,1.1,1.0,9.8964,3.46,4.0,13.2
1.0,6.4,3.1,2.8000000000000003,1.5,3.6999999999999997,1.2,1.19,9.919,3.32,5.1,10.4
1.0,8.5,1.7000000000000002,3.1,1.0,2.4,1.3,0.91,9.93,2.79,3.7,10.1
1.0,7.6,2.9,5.8,17.5,4.09999999999999,5.1,2.25,9.997,3.16,6.6000000000000005,9.5
1.0,5.4,4.1499999999999995,1.9,1.6,3.9,2.7,0.88,9.9265,3.54,4.1,10.0
1.0,8.5,2.4,3.9000000000000004,10.4,4.3999999999999995,2.0,1.42,9.974,3.2,5.300000000000001,10.0
1.0,6.5,3.8,5.300000000000001,1.4,14.2,0.5,0.69,9.926,3.14,5.2,10.1
1.0,6.1,2.8000000000000003,2.3000000000000003,4.2,3.8,1.3,0.95,9.8898,2.97,7.0,13.1
1.0,6.7,4.8,3.2,1.4,2.1,2.2,1.21,9.889,3.15,5.300000000000001,12.7
1.0,5.3,3.0,2.0,1.1,7.7,4.8,1.66,9.943999999999999,3.3,5.4,8.7
1.0,6.4,2.8000000000000003,2.9,1.6,5.2,3.4,1.27,9.929,3.48,5.6000000000000005,10.5
1.0,7.5,1.9,4.9,1.8,5.5,1.9,1.1,9.946,3.33,4.4,9.9
1.0,6.9,3.0,2.5,3.3,4.09999999999999,2.6,1.24,9.9428,3.18,5.0,9.3
1.0,7.1,1.7999999999999998,2.6,1.3,4.09999999999999,2.0,0.71,9.926,3.04,7.4,9.9
1.0,6.5,3.3000000000000003,3.8,8.3,4.8,6.8,1.74,9.949200000000001,3.14,5.0,9.6
1.0,6.6,3.0,3.0,4.8,17.0,6.0,1.66,9.946,3.18,4.699999999999999,9.4
1.0,8.1,4.6000000000000005,3.1,1.7,5.2,5.0,1.83,9.923,3.03,4.2,11.2
1.0,6.4,2.2,3.2,7.9,2.89999999999999,3.4,1.24,9.948,3.4,3.9000000000000004,10.2
1.0,6.2,2.1,2.6,13.1,5.0,5.9,1.5,9.9772,3.31,4.6000000000000005,9.0
1.0,6.7,2.4,3.1,2.3,4.3999999999999995,3.7,1.13,9.901299999999999,3.29,4.6000000000000005,12.9
1.0,6.6,2.1,4.9,18.15,4.2,4.1,1.58,9.997,3.28,3.9000000000000004,8.7
1.0,7.0,3.2,3.5,1.5,3.9,2.4,1.25,9.918,3.17,6.4,12.2
1.0,6.1,1.5,3.5,15.8,4.2,5.5,1.58,9.9642,3.24,3.7,10.6
1.0,6.6,3.3000000000000003,3.1,1.3,2.0,2.9,0.89,9.9035,3.26,4.4,12.4
1.0,7.3,2.4,3.9000000000000004,17.95,5.7,4.5,1.49,9.999,3.21,3.5999999999999996,8.6
1.0,7.0,2.4,4.699999999999999,1.3,4.3,1.8,1.31,9.9176,3.19,4.5,11.0
1.0,6.7,2.0,3.7,1.65,2.5,4.2,1.03,9.9022,3.11,4.5,11.4
1.0,7.6,2.1,4.4,1.9,3.5999999999999996,1.0,1.19,9.913,3.01,7.0,12.8
1.0,6.9,3.0,3.3000000000000003,4.1,3.5000000000000004,2.6,1.55,9.925,3.25,7.9,12.3
1.0,6.4,1.5,2.5,7.8,5.0,1.3,0.68,9.939400000000001,3.16,4.0,9.9
1.0,6.7,3.5999999999999996,2.8000000000000003,8.3,3.4000000000000004,2.9,0.81,9.9151,2.96,3.9000000000000004,12.5
1.0,6.1,4.1,2.4,1.6,4.9,1.6,1.37,9.93,3.32,5.0,10.4
1.0,7.5,3.8,5.6000000000000005,9.7,5.5,1.5,1.7,9.9605,3.13,6.5,9.9
1.0,9.4,1.6,2.3000000000000003,1.6,4.2,1.4,0.67,9.942,3.07,3.2,9.5
1.0,6.4,2.1,4.4,7.4,4.5,4.7,1.82,9.957,3.24,4.6000000000000005,9.1
1.0,7.4,2.4,2.2,10.7,4.2,2.6,0.81,9.953999999999999,2.86,3.5999999999999996,9.7
1.0,6.9,1.7999999999999998,3.0,2.0,3.8,3.9,1.9,9.914,3.32,3.7,12.2
1.0,6.4,2.8000000000000003,4.1,6.8,4.5,6.1,2.16,9.952,3.09,4.6000000000000005,9.4
1.0,6.0,2.8000000000000003,2.9,19.3,5.1,3.6,1.74,9.991100000000001,3.14,5.0,9.0
1.0,6.0,2.8000000000000003,3.5,1.9,3.6999999999999997,1.6,1.2,9.933,3.16,6.8999999999999995,10.6
1.0,7.5,3.5,2.8000000000000003,9.6,5.1,2.6,1.57,9.969,3.12,5.300000000000001,9.2
1.0,6.8,3.1,4.2,6.9,4.6,5.0,1.73,9.958,3.19,4.6000000000000005,9.0
1.0,6.6,3.4000000000000004,2.7,6.2,5.8999999999999995,2.3,1.36,9.957,3.3,4.9,10.1
1.0,8.4,3.1,3.1,0.95,2.1,5.2,1.48,9.9038,2.93,3.2,11.5
1.0,6.6,2.3000000000000003,2.0,11.4,4.3999999999999995,4.5,1.31,9.9604,2.96,5.1,9.7
1.0,8.0,2.0,4.4,1.0,5.7,2.4,1.11,9.9158,3.09,3.2,11.2
1.0,7.3,2.8000000000000003,3.7,1.2,3.9,2.6,0.99,9.9198,3.01,6.2,10.8
1.0,6.9,1.5,2.9,2.3,3.3000000000000003,1.4,0.82,9.9132,3.1,5.8,11.2
1.0,7.6,2.3000000000000003,6.4,12.9,3.3000000000000003,5.4,1.7,9.98,3.0,5.300000000000001,8.8
1.0,5.5,1.5,3.2,14.0,3.1,1.6,0.99,9.9437,3.26,3.8,11.5
1.0,6.3,2.0,2.6,4.7,4.0,10.8,1.68,9.9278,3.07,7.5,10.7
1.0,6.8,3.5,3.2,2.4,4.8,3.5,1.03,9.911,3.28,4.6000000000000005,12.0
1.0,6.9,2.5,2.9,2.4,3.8,2.8,0.76,9.9088,3.01,3.5999999999999996,11.7
1.0,6.6,2.8000000000000003,0.8999999999999999,10.9,5.1,3.7,1.31,9.9566,2.93,6.2,9.5
1.0,7.1,3.5999999999999996,3.7,4.8,1.9,3.9,1.14,9.9036,3.08,4.9,12.7
1.0,6.2,3.9000000000000004,2.4,4.8,3.6999999999999997,4.5,1.38,9.917399999999999,3.23,4.3,11.2
1.0,7.0,1.5,2.8000000000000003,14.7,5.1,2.9,1.49,9.9792,2.96,3.9000000000000004,9.0
1.0,6.9,4.0,3.0,10.6,3.3000000000000003,2.4,0.87,9.9265,3.15,4.5,12.8
1.0,6.2,2.4,2.7,2.9,3.9,3.0,1.23,9.8959,3.12,3.7,12.8
1.0,5.8,3.4000000000000004,2.1,7.2,4.09999999999999,4.8,1.46,9.9441,3.16,4.9,9.8
1.0,6.0,2.9,4.1,10.8,4.8,5.5,1.49,9.937000000000001,3.09,5.8999999999999995,10.9666666667
1.0,6.5,4.25,4.0,13.1,3.8,5.9,2.41,9.979,3.23,5.699999999999999,9.0
1.0,6.0,2.0,2.6,6.8,4.9,2.2,0.93,9.928,3.15,4.2,11.0
1.0,8.1,3.5999999999999996,5.8999999999999995,13.6,5.1,6.0,1.34,9.9886,2.96,3.9000000000000004,8.7
1.0,8.7,2.4,3.5,0.6,4.2,1.1,0.71,9.926,3.08,3.8,10.6
1.0,5.5,1.6,3.1,1.2,2.6,3.1,0.68,9.898,3.33,4.4,11.65
1.0,5.6,2.8000000000000003,2.8000000000000003,4.2,4.3999999999999995,5.2,1.58,9.92,3.35,4.4,10.7
1.0,7.3,2.8000000000000003,3.5999999999999996,12.7,4.0,3.8,1.4,9.98,3.3,7.9,9.6
1.0,7.4,3.8,3.4000000000000004,8.3,5.2,4.4,1.68,9.9627,3.11,5.2,9.2
1.0,7.2,2.5,2.8000000000000003,14.4,5.5,5.5,2.05,9.986,3.12,3.8,9.0
1.0,5.9,2.7,2.7,9.0,5.1,4.3,1.36,9.940999999999999,3.25,5.300000000000001,10.7
1.0,7.2,3.4000000000000004,3.4000000000000004,12.6,4.8,0.7,0.41,9.942,3.19,4.0,11.7
1.0,7.6,1.7999999999999998,3.5999999999999996,2.4,4.9,3.8,1.23,9.96,3.6,4.6000000000000005,10.3
1.0,5.3,4.3,1.1,1.1,2.89999999999999,0.6,0.51,9.9076,3.51,4.8,11.2
1.0,6.4,2.5,3.0,5.5,3.8,1.5,1.29,9.948,3.14,4.9,9.6
1.0,6.2,3.5999999999999996,4.5,10.4,6.0,2.2,1.84,9.9711,3.31,5.6000000000000005,9.8
1.0,6.3,3.05,2.2,16.0,6.1,2.6,1.41,9.9824,3.08,5.0,9.1
1.0,6.8,1.7999999999999998,3.7,1.6,5.5,4.7,1.54,9.934,3.08,4.5,9.1
1.0,8.0,2.4,2.6,1.7,3.3000000000000003,3.6,1.36,9.9316,3.44,5.1,10.4
1.0,7.5,3.3000000000000003,3.5999999999999996,2.6,5.1,2.6,1.26,9.9097,3.32,5.300000000000001,12.7
1.0,5.8,3.3000000000000003,2.0,16.05,4.7,2.6,1.66,9.976,3.09,4.6000000000000005,8.9
1.0,6.4,2.6,3.0,2.2,2.5,3.3,1.34,9.92,3.21,4.699999999999999,10.6
1.0,8.2,2.2,4.9,9.6,3.6999999999999997,5.3,1.54,9.951,3.02,3.3000000000000003,10.6
1.0,6.7,2.6,4.9,8.3,4.7,5.4,1.91,9.953999999999999,3.23,4.0,10.3
1.0,6.7,1.9,4.1,15.6,5.59999999999999,7.5,1.55,9.995000000000001,3.2,4.4,8.8
1.0,7.3,2.4,3.4000000000000004,15.4,5.0,3.8,1.74,9.983,3.03,4.2,9.0
1.0,6.7,3.3000000000000003,4.2,6.4,5.79999999999999,2.7,1.51,9.953999999999999,3.16,4.4,9.6
1.0,7.0,1.6,2.6,7.3,4.7,3.0,2.2,9.9622,3.38,5.8,10.1
1.0,6.3,2.0,3.0,5.9,3.4000000000000004,3.5,1.52,9.9642,3.47,4.0,8.5
1.0,7.3,3.4000000000000004,3.9000000000000004,5.2,4.0,4.5,1.63,9.925,3.3,4.699999999999999,12.4
1.0,6.1,2.2,3.8,2.8,14.399999999999999,1.2,0.65,9.908,2.95,6.4,11.4
1.0,5.8,2.8000000000000003,3.4000000000000004,2.2,3.6999999999999997,2.4,1.25,9.8986,3.36,3.3000000000000003,12.8
1.0,5.8,2.0,3.0,1.5,3.1,2.1,0.57,9.9115,3.44,5.5,11.0
1.0,6.9,2.6,3.3000000000000003,12.6,5.1,5.9,1.73,9.98,3.39,3.8,9.9
1.0,8.6,3.3000000000000003,3.4000000000000004,11.8,5.8999999999999995,4.2,2.4,9.9882,3.17,5.2,10.0
1.0,7.5,2.4,3.1,13.1,5.0,2.6,1.8,9.988399999999999,3.05,5.300000000000001,9.1
1.0,6.5,2.7,1.9,6.6,4.5,9.8,1.75,9.936399999999999,3.16,3.4000000000000004,10.1
1.0,6.4,1.7999999999999998,3.2,9.6,5.2,2.4,0.9,9.963,3.35,4.9,9.4
1.0,7.0,1.6,3.5999999999999996,2.6,2.89999999999999,2.8,0.98,9.912600000000001,3.11,3.7,11.2
1.0,8.5,1.9,4.8,1.1,2.6,2.3,0.58,9.9184,2.9,5.0,10.5
1.0,6.6,2.8000000000000003,2.3000000000000003,10.4,4.9,4.5,1.9,9.9754,3.12,5.1,8.8
1.0,7.0,1.3,3.0,5.0,5.59999999999999,3.1,1.22,9.945,3.47,4.2,10.5
1.0,6.4,2.1,5.0,11.6,4.2,4.5,1.53,9.972,3.15,4.3,8.8
1.0,7.2,3.1,5.0,13.3,5.59999999999999,6.8,1.95,9.982,3.01,4.699999999999999,9.2
1.0,7.0,4.6000000000000005,2.0,16.7,4.6,5.0,1.84,9.989799999999999,3.08,5.6000000000000005,9.4
1.0,6.9,3.4000000000000004,4.9,7.3,4.5,6.1,2.06,9.957,3.09,4.0,9.0
1.0,5.3,3.2,1.2,6.6,4.3,2.2,1.41,9.937000000000001,3.36,6.0,10.4
1.0,7.15,1.7000000000000002,2.4,9.6,11.899999999999999,5.6,1.78,9.9578,3.15,4.4,10.2
1.0,5.8,3.1,3.2,4.5,2.4,2.8,0.94,9.890600000000001,3.25,5.2,13.7
1.0,7.1,3.9000000000000004,3.9000000000000004,11.1,3.4000000000000004,2.5,2.04,9.9616,3.05,5.2,10.0
1.0,6.2,3.4000000000000004,2.9,7.6,4.7,4.5,2.32,9.955,3.35,6.2,10.0
1.0,6.5,2.8000000000000003,2.8000000000000003,20.4,4.09999999999999,4.0,1.44,10.001999999999999,3.14,3.8,8.7
1.0,7.3,2.5,3.5999999999999996,2.1,3.4000000000000004,3.0,1.77,9.9085,3.25,4.0,11.9
1.0,6.5,2.8000000000000003,2.9,2.7,3.8,2.6,1.07,9.911999999999999,3.32,4.1,11.6
1.0,6.9,3.8,2.9,13.65,4.8,5.2,1.89,9.978399999999999,3.0,6.0,9.5
1.0,6.2,2.2,3.0,12.4,5.4,10.8,1.52,9.972800000000001,3.1,4.699999999999999,9.5
1.0,7.0,4.4,2.4,12.1,5.59999999999999,6.8,2.1,9.9718,3.05,5.0,9.5
1.0,6.8,4.6000000000000005,2.6,2.7,4.2,2.8,0.83,9.9114,3.38,5.1,12.0
1.0,5.3,4.699999999999999,1.0,1.3,3.5999999999999996,1.1,0.74,9.9082,3.48,5.4,11.2
1.0,5.5,1.6,2.2,4.5,3.0,3.0,1.02,9.938,3.24,3.5999999999999996,9.4
1.0,6.8,3.0,2.2,6.2,6.0,4.1,1.9,9.985800000000001,3.18,5.1,9.2
1.0,6.6,2.1,3.5999999999999996,0.8,3.4000000000000004,4.8,1.13,9.916500000000001,3.24,6.800000000000001,10.5
1.0,8.0,1.7000000000000002,2.9,2.4,2.89999999999999,5.2,1.19,9.8944,3.03,3.3000000000000003,12.9
1.0,7.4,1.9,3.0,1.4,5.7,3.3,1.35,9.93,3.12,5.0,9.6
1.0,6.4,2.6,4.2,9.7,4.3999999999999995,3.0,1.4,9.962,3.18,4.699999999999999,9.1
1.0,7.2,3.7,1.5,2.0,2.89999999999999,2.7,0.87,9.902999999999999,3.3,5.8999999999999995,12.6
1.0,5.7,3.2,1.7999999999999998,1.4,2.89999999999999,2.6,1.04,9.906,3.44,3.7,11.0
1.0,7.2,1.5,3.3000000000000003,1.1,2.7,1.6,0.63,9.937000000000001,3.37,4.0,9.9
1.0,6.6,3.2,4.699999999999999,15.6,6.3,2.7,1.73,9.987200000000001,3.18,5.6000000000000005,9.0
1.0,5.2,3.8,2.6,7.7,5.3,2.0,1.03,9.925,3.27,4.5,12.2
1.0,6.9,3.7,2.8000000000000003,13.8,3.1,3.4,1.37,9.948,3.1,3.7,11.6
1.0,6.7,1.9,3.5999999999999996,1.1,2.6,6.3,1.43,9.911999999999999,3.27,4.8,11.0
1.0,7.8,2.8000000000000003,2.5,3.4,2.4,2.7,0.99,9.8959,2.98,3.7,13.0
1.0,7.6,2.9,4.9,9.6,3.0,4.5,1.97,9.938,3.13,3.8,12.3
1.0,6.4,2.0,2.8000000000000003,2.5,3.2,2.4,0.84,9.9168,3.31,5.5,11.5
1.0,6.3,1.7000000000000002,3.2,4.2,4.0,3.7,1.17,9.9182,3.24,4.3,11.3
1.0,7.6,1.7000000000000002,4.5,11.2,5.4,5.6,1.37,9.97,3.15,4.699999999999999,10.0
1.0,6.8,2.6,5.6000000000000005,11.9,4.3,6.4,2.26,9.97,3.02,6.3,9.3
1.0,6.5,2.5,5.0,7.6,4.7,5.4,1.84,9.9572,3.17,4.5,9.2
1.0,6.9,2.9,2.5,12.2,4.0,2.9,1.36,9.9552,3.05,6.5,10.4
1.0,6.9,1.7999999999999998,3.5999999999999996,1.3,3.5999999999999996,4.0,1.17,9.934,3.27,9.5,9.5
1.0,6.15,2.1,3.7,3.2,2.1,2.0,0.8,9.9076,3.39,4.699999999999999,12.0
1.0,7.0,1.3,3.7,12.85,4.2,3.6,1.05,9.9581,3.05,5.5,10.7
1.0,5.3,3.0,3.0,1.2,2.89999999999999,2.5,0.93,9.8742,3.31,4.0,13.6
1.0,14.2,2.7,4.9,1.1,3.6999999999999997,3.3,1.56,9.92,3.15,5.4,11.1
1.0,6.5,3.3000000000000003,2.8000000000000003,6.1,1.7999999999999998,4.1,1.03,9.9122,3.24,3.2,12.2
1.0,7.3,1.6,3.5,1.5,3.5999999999999996,2.9,1.08,9.9342,3.27,5.1,10.2
1.0,7.0,1.7000000000000002,3.7,1.5,2.79999999999999,2.6,0.75,9.922,3.3,4.6000000000000005,10.8
1.0,6.1,6.0,1.2,1.8,5.0,1.1,0.76,9.9268,3.42,4.8,10.4
1.0,7.0,2.0,7.4,0.8,4.3999999999999995,1.9,1.63,9.931,3.46,5.300000000000001,10.2
1.0,6.2,2.6,1.9,3.4,4.9,4.7,1.72,9.924,3.14,4.3,10.4
1.0,7.4,2.1,8.0,12.3,3.8,7.7,1.83,9.9778,2.95,4.8,9.0
1.0,6.6,2.9,4.4,9.0,5.3,6.2,1.78,9.9685,3.02,4.5,8.9
1.0,6.8,3.2,3.4000000000000004,6.0,5.0,0.5,1.29,9.953,3.19,4.0,9.1
1.0,7.1,2.4,4.1,17.8,4.6,3.9,1.45,9.998000000000001,3.32,3.9000000000000004,8.7
1.0,6.6,2.8499999999999996,4.9,11.4,3.5000000000000004,5.7,1.37,9.9732,3.08,5.4,8.9
1.0,7.2,1.9,3.1,1.4,4.6,3.7,1.35,9.939,3.34,5.699999999999999,10.2
1.0,6.1,3.3000000000000003,3.2,7.8,5.2,5.2,1.83,9.9657,3.39,6.5,9.5
1.0,6.5,3.3000000000000003,2.8000000000000003,6.1,1.7999999999999998,4.1,1.03,9.9122,3.24,3.2,12.2
1.0,6.8,3.4000000000000004,7.4,2.8,8.799999999999999,2.3,1.85,9.928,3.51,7.0,12.0
1.0,5.9,3.7,3.2,1.6,2.89999999999999,4.1,1.02,9.8916,3.41,5.5,12.7
1.0,7.5,4.1,2.3000000000000003,14.8,5.4,2.8,1.74,9.989799999999999,3.18,4.9,9.7
1.0,7.4,1.6,3.3000000000000003,1.2,4.2,4.7,1.21,9.9198,3.04,6.800000000000001,10.5
1.0,6.9,2.6,2.7,4.2,3.1,2.0,0.8,9.908900000000001,3.12,3.9000000000000004,11.5
1.0,5.8,3.0,3.3000000000000003,3.5,3.3000000000000003,2.5,1.16,9.9057,3.2,4.4,11.7
1.0,7.7,2.3000000000000003,3.1,10.7,3.8,5.9,1.86,9.969,3.12,5.5,9.5
1.0,7.2,3.1,2.6,7.3,5.0,3.7,1.57,9.9625,3.09,4.3,9.0
1.0,5.1,2.9,2.8000000000000003,8.3,2.6,2.7,1.07,9.9308,3.36,3.7,11.0
1.0,7.1,2.7,2.7,10.4,4.09999999999999,2.6,1.14,9.933499999999999,3.04,5.2,11.5
1.0,6.2,3.5999999999999996,2.7,3.2,3.2,1.3,0.73,9.8942,2.9,6.8999999999999995,12.6
1.0,7.6,6.7,1.4000000000000001,1.5,7.3999999999999995,2.5,1.68,9.937000000000001,3.05,5.1,9.3
1.0,7.7,3.9000000000000004,2.8000000000000003,4.9,3.5000000000000004,3.6,1.09,9.918,3.19,5.8,12.2
1.0,6.9,2.9,4.1,7.8,4.6,5.2,1.71,9.9537,3.12,5.1,9.6
1.0,6.8,2.2,3.2,5.9,5.4,4.0,1.52,9.938,3.2,5.699999999999999,10.8
1.0,6.9,3.1,3.2,1.2,2.4,2.0,1.66,9.9208,3.05,5.4,9.8
1.0,6.2,3.5,3.1,2.6,3.5999999999999996,3.7,0.92,9.8938,3.27,5.300000000000001,12.8
1.0,8.6,4.85,2.9,4.1,2.6,1.9,1.01,9.918,3.01,3.8,12.4
1.0,7.6,2.6,3.5999999999999996,1.6,3.2,0.6,1.06,9.93,3.15,4.0,10.4
1.0,5.9,1.7999999999999998,2.9,4.6,3.2,6.8,1.37,9.9159,3.21,3.8,11.3
1.0,8.9,3.3000000000000003,3.4000000000000004,1.4,5.59999999999999,1.4,1.71,9.946,3.13,4.699999999999999,9.7
1.0,6.1,2.8000000000000003,2.4,19.95,7.3999999999999995,3.2,1.74,9.9922,3.19,4.4,9.3
1.0,6.3,1.7000000000000002,4.2,2.8,2.79999999999999,4.5,1.07,9.908,3.27,4.3,11.8
1.0,7.4,2.6,3.1,7.6,4.7,5.2,1.77,9.962,3.13,4.5,8.9
1.0,6.6,2.5,3.5,2.9,3.4000000000000004,3.8,1.21,9.9008,3.19,4.0,12.8
1.0,9.8,1.6,4.6000000000000005,1.8,4.6,2.3,1.3,9.9587,3.04,6.7,9.6
1.0,7.3,3.3000000000000003,2.2,1.4,4.09999999999999,4.0,1.77,9.928700000000001,3.14,4.8,9.9
1.0,7.2,1.6,3.2,0.8,4.0,5.0,1.21,9.922,3.27,3.3000000000000003,10.0
1.0,7.0,1.5,2.8000000000000003,14.7,5.1,2.9,1.49,9.9792,2.96,3.9000000000000004,9.0
1.0,6.9,2.8000000000000003,4.0,8.2,3.5999999999999996,1.5,0.95,9.943999999999999,3.17,3.3000000000000003,10.2
1.0,7.2,2.7,4.2,1.6,5.0,3.5,1.35,9.92,2.94,4.6000000000000005,11.0
1.0,5.2,1.7000000000000002,2.7,0.7,3.0,1.1,0.68,9.9218,3.3,4.1,9.8
1.0,5.3,3.5999999999999996,2.7,6.3,2.79999999999999,4.0,1.32,9.9186,3.37,4.0,11.6
1.0,5.7,2.6,2.4,17.8,5.8999999999999995,2.3,1.24,9.9773,3.3,5.0,10.1
1.0,6.1,3.2,2.5,1.7,3.4000000000000004,3.7,1.36,9.92,3.47,5.0,10.8
1.0,6.4,3.4000000000000004,1.0,1.1,4.8,1.9,0.84,9.927,3.21,3.8,9.8
1.0,6.4,5.5,2.6,9.6,2.7,2.0,1.04,9.924,3.22,7.3,13.1
1.0,7.8,1.6,4.1,1.7,2.6,2.9,1.4,9.91,3.02,7.800000000000001,12.5
1.0,7.6,2.7,2.9,2.5,5.8999999999999995,3.7,1.15,9.9328,3.09,3.7,9.8
1.0,7.7,4.3,10.0,19.95,3.2,4.2,1.64,9.9742,3.29,5.0,12.0
1.0,6.7,2.9,4.5,14.3,5.4,3.0,1.81,9.9869,3.14,5.699999999999999,9.1
1.0,6.9,4.2,2.0,15.4,4.3,5.7,2.01,9.9848,3.08,5.4,9.4
1.0,7.9,1.7000000000000002,3.2,1.6,5.3,4.7,1.5,9.948,3.29,7.6,9.6
1.0,7.2,2.4,3.4000000000000004,1.1,4.5,0.3,0.64,9.913,3.23,5.1,11.4
1.0,6.2,2.5,5.4,7.0,4.6,5.8,1.76,9.9454,3.19,7.0,10.4
1.0,8.7,3.1,7.3,14.35,4.3999999999999995,2.7,1.91,10.0013,2.96,8.8,8.7
1.0,7.6,2.8000000000000003,3.9000000000000004,1.9,5.2,2.3,1.16,9.940999999999999,3.25,4.0,10.4
1.0,6.4,2.6,2.5,10.7,4.6,6.6,1.79,9.9606,3.17,5.5,9.9
1.0,8.3,1.7999999999999998,3.0,1.1,3.3000000000000003,2.0,0.57,9.9109,3.02,5.1,11.0
1.0,7.8,2.5,3.7,1.0,4.3,1.0,0.8,9.9128,3.08,3.8,11.4
1.0,6.6,3.8,3.5999999999999996,9.2,6.1,4.2,2.14,9.976,3.31,5.6000000000000005,9.4
1.0,7.3,2.2,4.1,15.4,5.0,5.5,1.91,10.0,3.32,5.8999999999999995,8.9
1.0,7.5,2.8000000000000003,3.4000000000000004,4.2,2.79999999999999,3.6,1.16,9.91,2.99,4.1,12.3
1.0,6.7,3.1,4.2,6.4,5.7,2.5,1.48,9.955,3.16,4.5,9.6
1.0,7.6,2.3000000000000003,2.6,15.3,6.7,3.2,1.66,9.986,3.03,4.4,9.2
1.0,5.1,1.6500000000000001,2.2,5.7,4.7,4.2,1.46,9.934,3.18,5.5,9.9
1.0,8.2,3.7,3.5999999999999996,1.0,3.4000000000000004,1.7,0.93,9.906,3.04,3.2,11.7
1.0,7.1,3.1,2.5,11.2,4.8,3.2,1.36,9.9663,3.14,4.0,9.5
1.0,8.6,2.0,4.2,1.5,4.09999999999999,3.5,1.25,9.925,3.11,4.9,11.4
1.0,7.4,3.3000000000000003,4.4,7.6,5.0,4.0,2.27,9.9679,3.12,5.2,9.0
1.0,5.8,3.3000000000000003,2.3000000000000003,5.0,5.3,2.9,1.06,9.9458,3.13,5.2,9.0
1.0,7.4,3.3000000000000003,2.6,15.6,4.9,6.7,2.1,9.9907,3.06,6.800000000000001,9.5
1.0,6.6,3.9000000000000004,3.9000000000000004,11.9,5.7,5.1,2.21,9.9851,3.26,5.1,8.9
