,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
3643,M,0.405,0.305,0.12,0.3185,0.1235,0.0905,0.095,7
3649,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
3651,I,0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
3652,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
3654,I,0.465,0.36,0.105,0.498,0.214,0.1159999999999999,0.14,15
3657,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
3659,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8
3660,M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10
3664,F,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9
3671,M,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
3672,I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7
3675,I,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
3677,I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,9
3678,M,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
3679,M,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
3680,M,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
3682,F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,10
3685,I,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,6
3690,I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8
3691,I,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
3692,M,0.485,0.4,0.135,0.6629999999999999,0.313,0.1369999999999999,0.2,10
3696,I,0.59,0.46,0.125,0.755,0.3339999999999999,0.15,0.238,9
3700,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13
3706,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
3710,I,0.36,0.28,0.105,0.1989999999999999,0.0695,0.045,0.08,9
3715,I,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
3716,M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,12
3717,I,0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
3723,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11
3726,I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
3728,M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,8
3732,F,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14
3733,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
3740,I,0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6
3745,M,0.535,0.435,0.15,0.7170000000000001,0.3475,0.1445,0.1939999999999999,9
3747,I,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,7
3748,I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.2019999999999999,10
3751,F,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7
3753,I,0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,11
3754,I,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
3758,M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,9
