,sex,len,dia,hei,w_wei,s_wei,v_wei,sh_wei,rings
2530,F,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
2532,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
2533,M,0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,12
2534,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9
2535,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
2536,F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
2538,F,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8
2539,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2540,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
2543,F,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
2545,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
2548,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
2549,F,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
2550,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
2552,M,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18
2555,F,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
2557,M,0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
2559,M,0.635,0.515,0.17,1.275,0.509,0.286,0.34,16
2561,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
2562,M,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
2565,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
2567,F,0.615,0.495,0.155,1.0805,0.52,0.19,0.32,9
2568,M,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
2569,F,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
2574,F,0.58,0.455,0.12,0.94,0.3989999999999999,0.257,0.265,11
2575,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
2579,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
2580,I,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13
2582,F,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
2584,M,0.695,0.54,0.195,1.6909999999999998,0.768,0.363,0.4755,11
2586,F,0.53,0.415,0.16,0.7829999999999999,0.2935,0.158,0.245,15
2588,F,0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
2592,F,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
2593,F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
2594,M,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
2595,F,0.515,0.43,0.14,0.8340000000000001,0.367,0.2,0.23,8
2598,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,13
2600,M,0.52,0.465,0.15,0.9505,0.456,0.1989999999999999,0.255,8
2601,M,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,15
2602,F,0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605,14
2603,M,0.525,0.4,0.17,0.7305,0.2789999999999999,0.2055,0.195,11
2604,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
2608,F,0.52,0.405,0.14,0.6915,0.276,0.1369999999999999,0.215,11
2609,M,0.635,0.48,0.145,1.181,0.665,0.2289999999999999,0.225,10
2611,F,0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11
2612,M,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,14
2613,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9
2614,I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18
2619,M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
2621,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10
2623,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10
2624,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14
2626,M,0.745,0.575,0.2,1.884,0.954,0.336,0.495,12
2627,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
2628,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10
2629,M,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
2631,M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13
2636,F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,14
2639,F,0.575,0.475,0.16,0.895,0.3605,0.221,0.271,9
2642,F,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15
2643,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
2647,I,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
2651,F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,10
2657,F,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
2665,F,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
2668,F,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
2673,F,0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385,8
2674,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
2676,M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
2680,M,0.64,0.51,0.17,1.3715,0.5670000000000001,0.307,0.409,10
2683,F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
2684,M,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
2686,M,0.495,0.385,0.135,0.7090000000000001,0.211,0.1375,0.262,12
2687,F,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
2690,M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
2691,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
2692,F,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
2694,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
2698,I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9
2699,M,0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31,11
2701,I,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,21
2702,M,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
2706,F,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
2711,F,0.595,0.45,0.165,1.081,0.49,0.2525,0.2789999999999999,12
2716,M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
2720,I,0.535,0.42,0.145,0.926,0.3979999999999999,0.1965,0.25,17
2721,F,0.57,0.465,0.155,0.872,0.3245,0.239,0.285,14
2723,M,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
2725,F,0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,12
2727,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
2731,F,0.675,0.535,0.22,1.604,0.6175,0.4255,0.4529999999999999,14
2735,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
2736,M,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,11
2740,F,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
2742,F,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
2743,M,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
2747,F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
2750,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
2754,F,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,9
2756,I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,9
2757,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
2763,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
2765,F,0.58,0.475,0.165,1.0385,0.414,0.26,0.305,13
2766,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9
2768,M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
2770,F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
2772,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
2773,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
2775,F,0.66,0.53,0.17,1.3259999999999998,0.519,0.2625,0.44,13
2776,M,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
2778,M,0.61,0.46,0.16,1.0,0.494,0.1969999999999999,0.275,10
2779,F,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
2782,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
2783,F,0.61,0.47,0.145,1.153,0.4029999999999999,0.296,0.32,14
2784,M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
2787,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
2789,F,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
2790,F,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
2794,F,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
2795,F,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
2798,F,0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185,7
2799,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11
2801,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
2803,F,0.57,0.45,0.15,0.9645,0.531,0.1889999999999999,0.209,9
2808,M,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
2813,I,0.625,0.485,0.15,1.044,0.4379999999999999,0.2865,0.278,9
2814,F,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
2815,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
2816,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
2817,M,0.56,0.43,0.145,0.8995,0.4639999999999999,0.1775,0.2339999999999999,9
2819,F,0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
2821,F,0.63,0.5,0.175,1.1105,0.467,0.268,0.3289999999999999,10
2822,F,0.575,0.45,0.135,0.8285,0.362,0.1655,0.236,10
2827,M,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
2828,M,0.6,0.5,0.16,1.015,0.3995,0.1735,0.33,19
2831,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10
2834,F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14
2835,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
2836,M,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
2837,M,0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
2839,F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
2840,M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,12
2843,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
2847,M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
2849,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
2850,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
2851,M,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
2852,M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14
2853,F,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
2856,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17
2866,F,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225,9
2870,M,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,10
2873,F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
2874,F,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
2875,F,0.62,0.51,0.175,1.1255,0.4985,0.2269999999999999,0.315,14
2878,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.1669999999999999,8
2881,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
2882,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
2884,M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
2886,F,0.535,0.415,0.17,0.879,0.295,0.1965,0.285,10
2892,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
2893,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
2894,F,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9
2895,F,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
2898,F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10
2899,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
2901,I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10
2903,M,0.58,0.45,0.14,1.013,0.38,0.216,0.36,14
2904,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
2906,I,0.535,0.45,0.17,0.7809999999999999,0.3055,0.1555,0.295,11
2909,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13
2913,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
2914,M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14
2915,F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
2916,M,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
2918,M,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
2920,F,0.58,0.45,0.15,0.92,0.3929999999999999,0.212,0.2895,9
2921,M,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
2927,M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10
2928,M,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11
2933,M,0.535,0.42,0.125,0.764,0.312,0.1505,0.265,11
2934,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
2941,M,0.63,0.495,0.175,1.2695,0.605,0.271,0.3279999999999999,11
2942,M,0.535,0.415,0.135,0.78,0.3165,0.1689999999999999,0.2365,8
2944,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
2945,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
2946,F,0.575,0.46,0.15,0.927,0.3329999999999999,0.207,0.2985,9
2947,M,0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11
2948,I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
2949,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
2957,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
2959,F,0.6,0.47,0.15,0.922,0.363,0.1939999999999999,0.305,10
2961,I,0.51,0.405,0.12,0.61,0.2289999999999999,0.131,0.235,11
2962,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10
2963,F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
2965,M,0.68,0.545,0.185,1.672,0.7075,0.364,0.48,11
2969,M,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
2972,M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
2976,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
2980,I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10
2981,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11
2983,M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,12
2984,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
2985,F,0.6,0.45,0.14,0.8690000000000001,0.3425,0.195,0.291,11
2987,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
2990,M,0.545,0.44,0.165,0.7440000000000001,0.2875,0.204,0.25,15
2991,F,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
2992,M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,14
2994,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10
2996,M,0.565,0.44,0.155,0.868,0.348,0.217,0.26,11
2999,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,13
3000,M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
3002,F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,10
3003,F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,9
3005,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
3008,I,0.625,0.465,0.155,0.972,0.4039999999999999,0.1845,0.35,14
3009,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
3010,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.1989999999999999,9
3011,F,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,7
3013,F,0.595,0.48,0.15,1.11,0.498,0.228,0.33,10
3017,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
3018,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
3019,F,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
3022,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8
3027,M,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.3779999999999999,11
3029,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
3033,M,0.56,0.43,0.155,0.8675,0.4,0.172,0.2289999999999999,8
3037,F,0.61,0.495,0.19,1.213,0.4639999999999999,0.306,0.365,15
3041,M,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
3042,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14
3043,F,0.6,0.48,0.15,1.029,0.4085,0.2705,0.295,16
3046,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,9
3051,F,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
3055,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
3056,M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,9
3060,F,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12
3061,I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
3064,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
3065,F,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
3066,M,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
3072,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
3074,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9
3077,F,0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,17
3081,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9
3082,F,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
3083,M,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
3087,M,0.6,0.465,0.18,1.193,0.5145,0.315,0.3055,8
3091,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11
3092,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
3103,I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11
3106,F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
3111,F,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
3117,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
3125,M,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
3127,M,0.475,0.395,0.135,0.5920000000000001,0.2465,0.1645,0.2,13
3129,F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
3130,M,0.535,0.435,0.15,0.725,0.2689999999999999,0.1385,0.25,9
3131,F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8
3132,M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
3133,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
3134,F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
3135,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
3136,M,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
3140,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
3141,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
3142,M,0.53,0.41,0.165,0.732,0.1889999999999999,0.17,0.31,11
3143,M,0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10
3144,F,0.62,0.5,0.175,1.107,0.4895,0.24,0.3429999999999999,11
3147,I,0.55,0.445,0.145,0.7829999999999999,0.3045,0.157,0.265,11
3149,M,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
3151,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
3153,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
3156,M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
3157,M,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
3158,M,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11
3160,F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
3161,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10
3162,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
3166,M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
3167,M,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
3168,M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
3170,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,10
3174,I,0.62,0.49,0.16,1.0659999999999998,0.446,0.246,0.305,11
3175,F,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11
3178,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
3179,M,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
3180,F,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,12
3181,M,0.64,0.49,0.155,1.1285,0.477,0.2689999999999999,0.34,9
3182,M,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
3184,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
3185,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
3186,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
3187,F,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
3188,F,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
3189,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
3190,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.3429999999999999,10
3194,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
3198,M,0.655,0.53,0.195,1.388,0.5670000000000001,0.2735,0.41,13
3200,M,0.595,0.455,0.145,0.942,0.43,0.182,0.2769999999999999,11
3201,F,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
3209,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
3210,M,0.66,0.485,0.155,1.2275,0.61,0.2739999999999999,0.3,8
3213,M,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14
3215,F,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
3216,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
3218,F,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
3219,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
3220,F,0.635,0.485,0.155,1.073,0.467,0.1975,0.35,11
3223,M,0.6,0.475,0.175,1.3445,0.5489999999999999,0.2875,0.36,11
3225,M,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
3226,M,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
3227,F,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
3229,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9
3230,I,0.62,0.475,0.16,0.907,0.371,0.1669999999999999,0.3075,11
3231,F,0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11
3233,F,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
3234,M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
3237,M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7
3238,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14
3245,F,0.5,0.4,0.15,0.8085,0.273,0.1119999999999999,0.295,13
3246,I,0.525,0.41,0.175,0.8740000000000001,0.3585,0.207,0.205,18
3247,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9
3248,F,0.685,0.565,0.175,1.638,0.7775,0.375,0.4379999999999999,11
3254,M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
3257,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
3261,M,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.3429999999999999,9
3262,M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
3264,F,0.585,0.455,0.17,0.9945,0.4255,0.263,0.2845,11
3265,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
3267,M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
3270,M,0.55,0.44,0.155,0.9155,0.3645,0.195,0.25,8
3274,M,0.515,0.41,0.14,0.7355,0.3065,0.1369999999999999,0.2,7
3275,F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
3276,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
3277,F,0.54,0.475,0.155,0.928,0.3939999999999999,0.1939999999999999,0.26,11
3281,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
3282,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11
3283,F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
3284,F,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12
3289,I,0.615,0.46,0.19,1.0659999999999998,0.4335,0.226,0.33,13
3290,F,0.64,0.5,0.15,1.2015,0.5589999999999999,0.231,0.3355,9
3291,F,0.695,0.535,0.2,1.5855,0.667,0.3339999999999999,0.471,11
3292,M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
3295,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11
3296,M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,11
3297,F,0.715,0.525,0.185,1.56,0.6655,0.3829999999999999,0.405,11
3298,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
3299,M,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
3300,F,0.55,0.44,0.15,0.8945,0.3145,0.151,0.32,19
3303,F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
3304,M,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,20
3305,M,0.7,0.53,0.19,1.3185,0.5479999999999999,0.233,0.42,18
3309,M,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
3312,F,0.65,0.52,0.195,1.6275,0.6890000000000001,0.3905,0.432,11
3313,F,0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
3314,F,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
3316,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15
3317,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
3319,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9
3320,M,0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
3321,I,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
3322,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
3325,F,0.645,0.535,0.19,1.2395,0.4679999999999999,0.2385,0.424,10
3326,F,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
3327,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
3330,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
3331,M,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,10
3335,M,0.575,0.45,0.185,0.925,0.342,0.1969999999999999,0.35,12
3336,M,0.59,0.5,0.15,1.142,0.485,0.265,0.345,9
3337,I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
